npc_name,sex,dialog_type,quest_id,text
Unknown_relaydb,,gossip,,Good job you two.  Now go have a seat.
Unknown_relaydb,,gossip,,Now that's a War Stomp!  Good job!
Unknown_relaydb,,gossip,,Start running!
Unknown_relaydb,,gossip,,Bring it on!
Unknown_relaydb,,gossip,,"Do not push me, or I will impale you on my horns!"
Unknown_relaydb,,gossip,,"You hold my father's blade, $N. My soldiers are yours to control, my $g Lord:Lady;. Take them... Lead them... The impure must be purged. They must be cleansed of their taint."
Unknown_relaydb,,gossip,,Very interesting!
Unknown_relaydb,,gossip,,This doesn't look good!
Unknown_relaydb,,gossip,,I dunno. What do you want to do?
Unknown_relaydb,,gossip,,Fishing sounds good.
Unknown_relaydb,,gossip,,I'm out of here!
Unknown_relaydb,,gossip,,Well done!
Unknown_relaydb,,gossip,,"That one, Malagan. I know $g him:her;. Dependable, brave, and trustworthy. $N is $g his:her; name."
Unknown_relaydb,,gossip,,"$N, eh? Oy! Citizen $N, come 'ere. Highlord Bolvar Fordragon has requested that all able bodied heroes o' the Alliance meet with him at Stormwind Keep. You just been recruited, mate! Get a move on!"
Unknown_relaydb,,gossip,,Ha! Now your death is ensured!
Unknown_relaydb,,gossip,,You dare! Now feel my wrath!
Unknown_relaydb,,gossip,,Edward. Tyler. Prepare for your first challenge.
Unknown_relaydb,,gossip,,"Lysta, summon in the captives."
Unknown_relaydb,,gossip,,"Not a challenge at all it seems. Let us see how you handle your second test. Lysta, bring forth the minions of the Lich King."
Unknown_relaydb,,gossip,,"Lysta, summon in undead captives."
Unknown_relaydb,,gossip,,It is time to face your final challenge young warriors! Prepare for your hardest fight yet.
Unknown_relaydb,,gossip,,"Lysta, summon forth... the abomination!"
Unknown_relaydb,,gossip,,Well done Edward and Tyler. You are progressing along in your training quite nicely. We shall test your mettle again soon.
Unknown_relaydb,,gossip,,Ugh! What is that scoundrel doing sending his vermin to me? Get out of my sight before I take what is left of your life. And take this with you.
Unknown_relaydb,,gossip,,"Theresa, take this to Father Lankester."
Unknown_relaydb,,gossip,,"Why thank you, my pet."
Unknown_relaydb,,gossip,,"Oh, great."
Unknown_relaydb,,gossip,,I hope this works!
Unknown_relaydb,,gossip,,Look at them go!
Unknown_relaydb,,gossip,,Kroshius live? Kroshius crush!
Unknown_relaydb,,gossip,,"Niby, you are stupid."
Unknown_relaydb,,gossip,,"This is it, Impsy. I can feel it! This is the big one!"
Unknown_relaydb,,gossip,,"When the time is right, my lady. All will be clear when the time is right. The master stirs even now. Look to the skies for the Brood of Nozdormu have returned."
Unknown_relaydb,,gossip,,NO!
Unknown_relaydb,,gossip,,THIS CANNOT BE!!
Unknown_relaydb,,gossip,,Grumble...
Unknown_relaydb,,gossip,,Why you little!
Unknown_relaydb,,gossip,,Ack! Help! Crazed gnome trying to kill me!
Unknown_relaydb,,gossip,,ARRRRRGH! He got me!
Unknown_relaydb,,gossip,,He's mine...
Unknown_relaydb,,gossip,,"My sword Archeus served me well in life, but as at last my spirit may pass from the unhappy existence, I need it no longer."
Unknown_relaydb,,gossip,,I shall cling to the love of my daughter and hope that I will find forgiveness under the Light for my sins.
Unknown_relaydb,,gossip,,"Watch, druid. The earth still breathes. It yearns to be cleansed."
Unknown_relaydb,,gossip,,"That is wonderous, Rimblat! Even this foul, sundered earth is not beyond healing."
Unknown_relaydb,,gossip,,The race will start in 1 minute!
Unknown_relaydb,,gossip,,And they're off!
Unknown_dbscripts_gossip,,gossip,,Your discs are now ready!  Engage the Discs of Norgannon once again to retrieve them!
Unknown_dbscripts_gossip,,gossip,,I SAID GOOD DAY!
Unknown_dbscripts_gossip,,gossip,,"Hey, who Fengus callin' a gnoll lover?!  Take da prisoners to da king; you smart to bring them with their weapons and show da king that they a threat.  I'll go see if Fengus talk smack when I give him da beatdown!  HAR!"
Unknown_dbscripts_gossip,,gossip,,"The enemy is upon us, stand ready!"
Unknown_dbscripts_gossip,,gossip,,Merok!  Shai!  To my side!
Unknown_dbscripts_gossip,,gossip,,Wait!  It appears our lookout has spotted something.
Unknown_dbscripts_gossip,,gossip,,"Soldier, call Captain Blackanvil at once!"
Unknown_dbscripts_gossip,,gossip,,"Look alive, lads!  The enemy has been sighted!  Form ranks immediately!"
Unknown_dbscripts_gossip,,gossip,,"Read through my catalogue, $N."
Unknown_dbscripts_misc,,gossip,,"Come, my acolytes. Take the rods of channeling and create the greater summoning circle."
Unknown_ai_scripts,,gossip,,The Frostwolf Graveyard was taken by the Horde!
Unknown_ai_scripts,,gossip,,The Stormpike Graveyard was taken by the Alliance!
Unknown_ai_scripts,,gossip,,Still no sign of the final shipment of explosives.
Unknown_gossip_menu,,gossip,,"The Fanglords are dead! All hope is not lost!$b$bThe awakening ritual is quite complex, however. It cannot be done alone.$b$bI will handle all of the necessary preparations but I will need you to protect me. The nightmares summoned from Naralex's journey through the Emerald Dream prove to be quite formidable. Without your help, this mission is doomed.$b$bWhen you are ready to defend me, say the word, and I shall lead the way to Naralex's chamber."
Unknown_gossip_menu,,gossip,,Rest your weary bones for a spell.
Unknown_gossip_menu,,gossip,,"I am unable to process your chronological reference in comparison to the recording of this data, my apologies.$B$BThe trogg retains some composition of Azeroth's various stone core compounds, but the loss of cognitive power makes this variant unacceptable to the Creators.$B$BThe trogg procreates as per a standard biomass.  By default it consumes stone and anything else it can acquire, including other troggs.  Cannibalism is considered unacceptable by the Creators."
Unknown_gossip_menu,,gossip,,"Initiating visual aid representation number two.$B$BThe second resultant variance of the Earthen matrix retains many desired elements when compared to the standard subterranean matrix.  The common nomenclature for this variant is ""Dwarf"".$B$BThis variant retains strength and stamina inherent to the Earthen.  In some cases, the dwarf even exceeds the cognitive powers of the Earthen's matrix.  The dwarf, however, retains none of the physical composition of Azeroth's various stone core compounds."
Unknown_gossip_menu,,gossip,,"The data stored in this repository does indeed correlate with your astute proclamation.$B$BThe dwarf maintains an affinity for the stone composition of Azeroth, but due to the high-stress environmental anomaly within the Earthen's synthesis matrix, the dwarf reverts to a default biomass composition as seen in the standard subterranean matrix.$B$BErgo, the dwarf variant does synthesize from the degeneration of the Earthen creation matrix, as you inferred with your query."
Unknown_gossip_menu,,gossip,,"I am unable to process your chronological reference in comparison to the recording of this data, my apologies.$B$BThough the dwarf maintains most of the Earthen's mental attunement to Azeroth's stone composition, the reversion back into living biomass remains the main degeneration of the matrix.  Dwarves eat and procreate through means typical to other standard biomasses.$B$BThe Creators view the dwarf as an acceptable variant, worthy of genesis in its own right."
Unknown_gossip_menu,,gossip,,"The Creators are... the Creators.$B$BThey are the beings that seeded and shaped this world by their own design.  They are the reason for this world's existence, as well as many other worlds.  They are the wellspring from which Azeroth flows."
Unknown_gossip_menu,,gossip,,"The Creators are cognizant of the magnitude of the information housed in this repository.  Subsequently, a portable copy of the data stored here will be made available to you once you are attuned with the Discs of Norgannon.$B$BPlease consider your cursory requirements for the assimilation of this knowledge to be complete.  At your leisure, access the Discs of Norgannon to begin synthesis of your discs."
Unknown_gossip_menu,,gossip,,"So ye want to be a Blacksmith eh? Grab an apron and a hammer $g lad : lass;, let's see what ye've got."
Unknown_gossip_menu,,gossip,,"I hope ye didn't come all the way to the Great Forge just to stay warm. Speak up $g lad : lass;, tell me what it is I can do for ye?"
Unknown_gossip_menu,,gossip,,"Welcome to Stormwind. Took a long time to rebuild her but it was well worth it. So are you visiting, or are you here on business?"
Unknown_gossip_menu,,gossip,,"I sell only the finest arcane gear, made by the crafters and mages here in the city of Stormwind."
Unknown_gossip_menu,,gossip,,"Since the fall of Dalaran and the destruction of Quel'Thalas, wares of this sort have been hard to come by. But Lucan Cordell and some of our other Tradesman have been doing a fine job of filling our orders with quality merchandise."
Unknown_gossip_menu,,gossip,,Just browsing my wares or is there something specific I can help you find today?
Unknown_gossip_menu,,gossip,,"Best deals in all of Stormwind my friend, won't find any better. Now, what can I help you with?"
Unknown_gossip_menu,,gossip,,"I sell only the best gear, tested and true. And the prices are set, so if you want to haggle then go find a Goblin."
Unknown_gossip_menu,,gossip,,What is it you seek at my forge? Is it training? Do you perhaps seek the secrets of steel? The mysteries of the forge? Speak up Grunt!
Unknown_gossip_menu,,gossip,,"You have the look of a $g man : woman; who seeks knowledge. Perhaps you seek the teachings of the forge, and the hammer. Perhaps I can guide you down that path. But only once you have accepted the spirits, and listened to their calling."
Unknown_gossip_menu,,gossip,,"Want to be a smith? Want to forge blades to gut your foe? Hammers to crush his skull? Aye I can help, and gladly too if there is blood to be shed from it."
Unknown_gossip_menu,,gossip,,"Greetings, $N. I see you've come from Orgrimmar to aid us. I'm glad. I want to be out of this forsaken forest as quickly as possible. I'd much rather be spending my time in Orgrimmar with a good ale.$B$BAlthough I cannot wait to hear how Belgrom talked you into coming out here."
Unknown_gossip_menu,,gossip,,"The arcane only corrupts those who are weak. Keep up on your training, or you may find a similar fate."
Unknown_gossip_menu,,gossip,,"Um, hello!  If you are here about fee collection and/or a summons, then you must have me mistaken for someone else.  Terribly sorry!"
Unknown_gossip_menu,,gossip,,Cherry pie is my favoritist food in all of Azeroth.
Unknown_gossip_menu,,gossip,,"Fresh cherry pie for sale, looks so good it will bring a tear to your eye."
Unknown_gossip_menu,,gossip,,"Try some of this cherry pie, it will put a smile on your face, ten miles wide."
Unknown_gossip_menu,,gossip,,"This cherry pie tastes so good, it could make a grown gnome cry."
Unknown_gossip_menu,,gossip,,Having a bad day? Try some cherry pie.
Unknown_gossip_menu,,gossip,,"This pie is so good, would you like some?"
Unknown_gossip_menu,,gossip,,"Nana always said there was no greater thing in the whole world than a warm, toasty slice of fresh, homemeade cherry pie."
Unknown_gossip_menu,,gossip,,I love pie.
Unknown_gossip_menu,,gossip,,I think I hear him coming!  Look to the west!
Unknown_gossip_menu,,gossip,,"Hello, $n. If you'd like to learn a thing or two about cooking, please visit me at any time."
Unknown_gossip_menu,,gossip,,"Finally! Put some fingers in your ears, your brain mighta just grown five sizes and I'm worried it might leak out.$B$BSo, the Dark Irons spared his life and took him prisoner. Their leader, some self-important, uppity fella named Thauris-something, took Ironfoe for himself. And that was the last I saw of ol' Windsor... *hic* 'scuse me."
Unknown_gossip_menu,,gossip,,"$G Mister:Missy;, if I didn't know better, I'd think you were one of them 'special' peoples. We call em Troggs.$B$BWindsor didn't have no beef with the Dark Irons, after all, his great, great, grand pappy's best friend was a Dark Iron. Which is also probably why that army of Dark Irons didn't kill him on sight."
Unknown_gossip_menu,,gossip,,Good idea!
Unknown_gossip_menu,,gossip,,"My master, Plugger Spazzring, is a good boss.  And he makes a lot of money.  His pockets are bursting!"
Unknown_gossip_menu,,gossip,,Be sure to try our Dark Iron Ale.  I hear the dwarves around here can't get enough of it.
Unknown_gossip_menu,,gossip,,Welcome to the Grim Guzzler!
Unknown_gossip_menu,,gossip,,"Of all the wondrous places within Darnassus, which would you have me direct you to?"
Unknown_gossip_menu,,gossip,,"Why you would want to leave these sunny shores and crystal blue waters I have no idea. It's like paradise down here. But don't tell my brother Zapetta that, he's bitter enough already about getting stuck up there in Tirisfal all day long. This Zeppelin here drops off at Orgrimmar so you shouldn't have to worry about having to listen to him whine. But if you are in Tirisfal anytime soon, heed my warning and don't get him started."
Unknown_gossip_menu,,gossip,,"Lady Sylvanas has ordered the investigation of some of the natural phenomena of Azeroth. She feels there is something great to be learned from its secretive past.$B$BI know not how she learned such things, but I trust her completely, so I will do my best.$B$BI am currently investigating slimes, oozes and such. The creatures all seem to be similar in make up, but greatly affected by their environment.$B$BI could use your help in gathering samples of the creatures.."
Unknown_gossip_menu,,gossip,,With pleasure... just let me savor this moment for a minute longer.
Unknown_gossip_menu,,gossip,,Wanna buy a cockroach?
Unknown_gossip_menu,,gossip,,"I am Krathok, overseer of these craftsmen."
Unknown_gossip_menu,,gossip,,"The Scourge's plague still dominates the zone, and we have a long way to go before the plague will be altered enough to affect them.  Collect the necessary resources and help out the war effort!"
Unknown_gossip_menu,,gossip,,"I hope the Light is with you, $N. Is there anything I can do for you today?"
Unknown_gossip_menu,,gossip,,"Slip a little coin into the boss's hand and look what it gets ya. I love my job. Though, if I could find a way to get that little firecracker Snurk reassigned to this port....well, I can't imagine it any better. But I'm betting that you aren't here about my business practices. You're looking for the Zeppelin to Undercity, am I right? Well that's great, because it docks right here behind me. Oh and hey, if you see Snurk, put a good word in for me, would ya?"
Unknown_gossip_menu,,gossip,,"Hey mon, you be needin' to head on over to da $c trainer."
Unknown_gossip_menu,,gossip,,"When I clawed my way out of the grave, I thought my family would welcome me with open arms. Instead, they drove me from the village, screaming in a language I could no longer understand."
Unknown_gossip_menu,,gossip,,How may I be of service?
Unknown_gossip_menu,,gossip,,"If you ask me, there's no greater profession than a miner.  And if you ask me, there's no greater miner than a dwarf!"
Unknown_gossip_menu,,gossip,,"Do not turn your back on the Light, $c, it may be the one thing that saves you some day."
Unknown_gossip_menu,,gossip,,"Stormwind is the pillar of the human race, maintained through strength of will and the edge of a sturdy blade."
Unknown_gossip_menu,,gossip,,"The darkness does not embrace you, $c.  Cease your prattle and remove yourself from my sight!  Be gone!"
Unknown_gossip_menu,,gossip,,"Elune be with you, $c."
Unknown_gossip_menu,,gossip,,"$N, how may I further your training in the eyes of the Earth Mother?"
Unknown_gossip_menu,,gossip,,"The Light protect you, $c."
Unknown_gossip_menu,,gossip,,"Well met, $c.  You want some advice?  Befriend a mage!  We have a trick or two up our sleeves, we do..."
Unknown_gossip_menu,,gossip,,"Welcome, my $g brother : sister;.  If you are here to train, then I would be delighted to train you.$B$BWe are the preservers of the balance, now and forever, as Malfurion lies in the Dreaming.  Never forget this."
Unknown_gossip_menu,,gossip,,"I do not see the warrior's spirit within you, child.  I have no teachings which would benefit a $c such as yourself."
Unknown_gossip_menu,,gossip,,"Your skill exceeds mine, though  I've heard that Old Man Heming in Booty Bay has copies of ""The Bass and You"".  That is sure to help you increase your skill."
Unknown_gossip_menu,,gossip,,"I am an orc of medicine, $r. If you have come here to learn, I shall do my best to teach."
Unknown_gossip_menu,,gossip,,I need many more supplies in order to upgrade our units.
Unknown_gossip_menu,,gossip,,You will need to find Nat Pagle in Dustwallow Marsh to get any better than you are currently.
Unknown_gossip_menu,,gossip,,I hold the key to lands of free! Chase me and you'll see!
Unknown_gossip_menu,,gossip,,Still alive? You do surprise. Watch me as I flee!
Unknown_gossip_menu,,gossip,,Turn that frown upside down!
Unknown_gossip_menu,,gossip,,"This is the end of the line, no friend of mine!"
Unknown_gossip_menu,,gossip,,"Gaze upon the enemy, $r. See what the might of the Horde reduces even the most powerful of dragons to! All that oppose us shall meet a similar fate!"
Unknown_gossip_menu,,gossip,,"Perhaps one day, your contributions to the Alliance will be as great as the heroes you have seen this day. Honor them, $N."
Unknown_gossip_menu,,gossip,,I can teach you how to cook!
Unknown_gossip_menu,,gossip,,"Look to this fallen dragon, $r. The might of the Horde is unquestionable!"
Unknown_gossip_menu,,gossip,,The Lord of Blackrock hangs from the arches!
Unknown_gossip_menu,,gossip,,"Alas... I am sorry to say I cannot currently give you your fortune, as you have recently received a fortune reading from me.$B$BReturn to me several hours from when you first received your fortune.  The forces of Fate will have properly recalibrated themselves, and I will be able to see into your future."
Unknown_gossip_menu,,gossip,,"The Paragons of Power are remnants from the ancient Gurubashi Empire.  We Zandalar seek them - not only are they of tremendous collectible value to us, but we believe that they also hold latent signatures of magic used by the old Empire.$B$BYou'll more than likely discover three kinds of Paragons in Zul'Gurub: coins, bijous, and primal items.  Bring them to us in the quantities that we seek, and you'll be rewarded with some of the finest items we Zandalar have ever crafted."
Unknown_gossip_menu,,gossip,,"The Paragons of Power are remnants from the ancient Gurubashi Empire.  We Zandalar seek them - not only are they of tremendous collectible value to us, but we believe that they also hold the strongest of mojo used by the old Empire.$B$BYa can expect to be findin' three kinds of Paragons in Zul'Gurub: coins, bijous, and primal items.  Bring them to us in the quantities that we seek, and you'll be rewarded with the some of the finest items we Zandalar have ever crafted.$B$BCount on it, mon!"
Unknown_gossip_menu,,gossip,,"I'm afraid ye would not survive long in Alterac Valley, $c.  Come back and see us when you have a few more seasons under your belt."
Unknown_gossip_menu,,gossip,,"$N, the Stormpike Guard is in need of your aid in the battle against the Frostwolf Clan in Alterac Valley, now more than ever.  The opportunities for honor and repute are greater than ever as well! Will you join the battle?"
Unknown_gossip_menu,,gossip,,"Thank you for the offer, $c.  Unfortunately you are not yet experienced enough to weather the hazards of Arathi Basin."
Unknown_gossip_menu,,gossip,,Paragons of Power are powerful mojo.  They are Gurubashi Empire mojo.  We Zandalar must get mojo.  The tribe will take mojo for our own.  The Blood God will not destroy us.$B$BThere are three kinds of Paragons in Zul'Gurub.  Seek coins.  Seek bijous.  Seek primal items.  These are the Paragons.$B$BGo to Zul'Gurub now.  Kill.  Take the Paragons of Power.  Bring them to the tribe.  Earn our respect.  Earn our battle gear.  Earn real power.
Unknown_gossip_menu,,gossip,,Where would you like to fly to?
Unknown_gossip_menu,,gossip,,"The silithid are no match for the sons and daughters of Orgrimmar.  Soon all that will be left of them are their crushed limbs and wings under our feet, $N."
Unknown_gossip_menu,,gossip,,"The world is indebted to you and your allies, $N."
Unknown_gossip_menu,,gossip,,"All will know of what has transpired here in this accursed temple, hero. It will be written about in history books - the tales told as legend from Azeroth to the far reaches of the Nether itself!"
Unknown_gossip_menu,,gossip,,That was quite a fight.  Let us catch our breath for a bit.
Unknown_gossip_menu,,gossip,,"It looks like you've already found love. You can give me a love token, but I'm not giving you anything nice. I'm waiting for someone special."
Unknown_gossip_menu,,gossip,,I'd like you better if you would apply some perfume.
Unknown_gossip_menu,,gossip,,I'd talk to you if you smelled better. Cologne would be nice.
Unknown_gossip_menu,,gossip,,My mission is compete. I may have some spare supplies if you need any.
Unknown_gossip_menu,,gossip,,I am unable to teach a Tauren to ride a Skeletal Mount.  I am sorry but there is nothing I can do for you.
Unknown_gossip_menu,,gossip,,"I have tracked the various fragments of the staff across this world and in doing so, discovered Kel'Thuzad's plans to reform the staff. He has already collected several of the staff's fragments - which are being held by his most trusted lieutenants.$B$BI cannot emphasize enough the importance of keeping the greatstaff of the Guardian out of Kel'Thuzad's grasp. Frankly, I do not know what the result would be, other than a catastrophe of epic proportion."
Unknown_gossip_menu,,gossip,,"<Tarsis's eyes light up.>$B$BI held it once... I held it despite the warnings of the Kirin Tor. I held it, mortal... Power unending. Power to do what I desired, as I desired. And just as quickly, it was taken from me. But I had tasted... And that taste was all that it took."
Unknown_gossip_menu,,gossip,,"Atiesh, Greatstaff of the Guardian. The staff handed down through the ages to each of the Guardians of Tirisfal. The staff corrupted by Sargeras. The staff of the last Guardian. The staff of Medivh."
Unknown_gossip_menu,,gossip,,"<Tarsis grabs you weakly by the collar. Even in death you see power unimaginable in his eyes.>$B$BAm I? Then listen closely, for more nonsense is about to escape my lips. Within this citadel you will find my life's work: The exact location of every fragment of the splintered staff."
Unknown_gossip_menu,,gossip,,"I would have it back, mortal. Atiesh... From it I would create the Highborne anew. I would have it all back. Even the Queen..."
Unknown_gossip_menu,,gossip,,"I am Highborne, $r. It has no meaning now. There was a time, though, when this world was ruled by Highborne. Ten thousand years past..."
Unknown_gossip_menu,,gossip,,The things I have done... such horrible things...$B$B<Tarsis begins to sob.>
Unknown_gossip_menu,,gossip,,"<Tarsis groans.>$B$BThere may still be time... Listen closely, mortal.$B$BThrough time and across the Nether I have searched. Deals made with a host of evil and villainy so wretched...$B$B<Tarsis coughs blood into his hands.>$B$BWould you... would you believe that even Elune has turned her back on me, $r? To die here, in this manner now..."
Unknown_gossip_menu,,gossip,,"Haven't you been listening? No, I very much doubt we would be having this conversation had Kel'Thuzad formed the staff. Kel'Thuzad holds the head. His underlings hold forty splinters of Atiesh. The last piece - the base - was uncovered by Brann Bronzebeard. He was last seen in the Silithus desert; undoubtedly doing his best to stay as far away as possible from the relentless seekers Kel'Thuzad has dispatched into the world."
Unknown_gossip_menu,,gossip,,"Kel'Thuzad has put forth considerable effort in attempting to reform the staff. The pieces were once scattered across this world, from Kalimdor to the South Seas. I myself held twenty of the pieces at one point in time - until they were stolen from me by Kel'Thuzad's minions. It is why I am here."
Unknown_gossip_menu,,gossip,,It was lost when the Violet Citadel fell... splintered into forty-two pieces.
Unknown_gossip_menu,,gossip,,"I'm afraid that the blade which you hold in your hands is beyond saving. The hatred runs too deep. But do not lose hope, $c. Where one chapter has ended, a new one begins.$B$BFind his son - a more devout and pious man you may never meet. It is rumored that he is able to build the Ashbringer anew, without requiring the old, tainted blade."
Unknown_gossip_menu,,gossip,,"Aye, I did. Much to the dismay of the lesser Mograine, I made my way back to the Scarlet Monastery. I shouted and screamed. I told the tale to any that would listen. And I would be murdered in cold blood for my actions, dragged to this chamber - the dark secret of the order. But some did listen... some heard my words. Thus was born the Argent Dawn..."
Unknown_gossip_menu,,gossip,,"The blade and Mograine were a singular entity. Do you understand? This act corrupted the blade and lead to Mograine's own corruption as a death knight of Kel'Thuzad. I swore that if I lived, I would expose the perpetrators of this heinous crime. For two days I remained under the rot and contagion of Scourge - gathering as much strength as possible to escape the razed city."
Unknown_gossip_menu,,gossip,,"The boy had picked up the Ashbringer and driven it through his father's heart as his back was turned. His last words will haunt me forever: ""What have you done, Renault? Why would you do this?"""
Unknown_gossip_menu,,gossip,,"It was all I could do to feign death as the corpses of the Scourge piled upon me. There was darkness and only the muffled sounds of the battle above me. The clashing of iron, the gnashing and grinding... gruesome, terrible sounds. And then there was silence. He called to me! ""Fairbanks! Fairbanks where are you? Talk to me Fairbanks!"" And then came the sound of incredulousness. The bite of betrayal, $r..."
Unknown_gossip_menu,,gossip,,"<High Inquisitor Fairbanks shakes his head.>$B$BNo... He stood in the background, watching as the legion of undead descended upon us. Soon after, my powers were exhausted. I was the first to fall... Surely they would tear me limb from limb as I lay there unconscious; but they ignored me completely, focusing all of their attention on the Highlord."
Unknown_gossip_menu,,gossip,,"<High Inquisitor Fairbanks shakes his head.>$B$BNo, $r; only one of his sons is dead. The other lives...$B$B<High Inquisitor Fairbanks points to the sky.>$B$BThe Outland... Find him there..."
Unknown_gossip_menu,,gossip,,The esteemed Doctor Gustaf VanHowzen can train you further.  He can be found in Theramore treating the wounded at the barracks.
Unknown_gossip_menu,,gossip,,"Can you see them, mortal? No... I did not think you could. Sighted but sightless - it is your gift and your curse."
Unknown_gossip_menu,,gossip,,You look like you've had your heart broken. Come back when you're not so sad.
Unknown_gossip_menu,,gossip,,"Right then... You have to build an arcanite buoy and place it in the ocean. My minnow will be attracted to the magical emanations. When he gets near the buoy - BLAMO! It will explode in a glorious pulse of arcane energy, revealing the minnow's true form. Also, you may or may not incur the wrath of Neptulon. A 50/50 chance I would say."
Unknown_gossip_menu,,gossip,,"If I did not know better I would think that you were mocking me, mortal; but yes, that is mostly correct. You may remain fully clothed."
Unknown_gossip_menu,,gossip,,"Take this ledger to an old acquaintance of mine in Tanaris. His name is Narain Soothfancy - terrible, terrible, psychic but an amazing engineer! He should be able to make sense of it all.$B$BNo need to thank me, $N. It's the least I could do.$B$BGood day!"
Unknown_gossip_menu,,gossip,,"You can't teach an old dog new tricks.  At least that's what someone once told me.  Lucky for you, I've discovered it to be untrue.$b$bHowever, pets do tend to get resistant to the technique, and I need more food each time to keep them happy.  What that means is that you'll owe me more money the more times I untrain the same pet.$b$bNow then, would you like me to start untraining?"
Unknown_gossip_menu,,gossip,,At last! Someone to free me from this cell!$b$bHigh Executor Hadrec sent us to gather information on the Keep so that a plan could be formulated to overthrow Arugal once and for all.$b$bBut the old wizard has many tricks up his sleeve and we were detected by a magical ward. I was thrown in this prison. Vincent was not so lucky.$b$bI must return to Hadrec to debrief him at once. But first I will pick the lock to the courtyard door for you. Perhaps you can try your luck against the foes that lurk beyond.
Unknown_broadcast,,gossip,,"The Northpass tower needs our aid!  Once again, let us charge and do proud or liege!"
Unknown_broadcast,,gossip,,Please cast a high priority BUFF spell on all nearby targets.
Unknown_broadcast,,gossip,,Please cast a high priority DEBUFF spell on all nearby targets.
Unknown_broadcast,,gossip,,"Ah, I can sense it - you've won the day! I believe I can safely transport you to Stratholme now, provided you've paid my colleague there a visit first. Just step into the circle and be patient..."
Unknown_broadcast,,gossip,,"It does my soul good to see the walls of Stormwind standing strong and tall.$b$bIf you're looking to go to Stratholme, I'm afraid I'm unable to assist at the moment. The towers nearby the burning city are still in contention, and as such my powers are far too weak to aid you. Return to me once you're victorious there."
Unknown_broadcast,,gossip,,"Unpleasant place, this ""Undercity"". Not at all like the Lordaeron of old. How I miss it...$b$bIf you're looking to go to Stratholme, I'm afraid I'm unable to assist at the moment. The towers nearby the burning city are still in contention, and as such my powers are far too weak to aid you. Return to me once you're victorious there."
Unknown_broadcast,,gossip,,"Hail, champion. The tale of your deeds will be told throughout the ages. Perhaps one day, a statue of you will stand amongst the heroes of Stormwind."
Unknown_broadcast,,gossip,,Let Marshal Windsor know that I am ready.
Unknown_broadcast,,gossip,,You made it! Outstanding! Marshal Windsor has been expecting you. Would you like me to signal him now?
Unknown_broadcast,,gossip,,"Marshal Windsor has been expecting you, $N. Unfortunately, he is currently indisposed. He should be returning shortly."
Unknown_broadcast,,gossip,,"The spirits of this place are focused against your kind, $r. Perhaps if you win this tower in the flesh, I will be able to aid you."
